ProjectID,Domain,PlannedStartDate,PlannedDurationDays,PlannedCost,TeamSize,Complexity,RiskLevel,NumChangeRequests,SprintVelocity,EarlyMilestonesPct,TechnicalDebtScore,ResourceUtilizationPct,ActualDurationDays,DelayDays,ActualCost,CostOverrunPct,CustomerSatisfaction,ProjectSuccess,PlannedEndDate,ActualEndDate,OnTime,MajorDelayFlag,CostOverrunBucket
PJT5963,AI/ML,2020-08-25,205,68217,4,3,Medium,1,53.2,0.226,5.79,0.853,260,55,91711,0.3444,6.64,0,2021-03-18,2021-05-12,0,1,25-50%
PJT5851,Mobile App,2021-10-21,336,10175,5,3,High,3,40.6,0.544,5.13,0.445,345,9,11333,0.1138,6.16,0,2022-09-22,2022-10-01,0,0,10-25%
PJT3989,Internal Tool,2020-04-30,184,127510,2,4,Medium,4,43.8,0.631,7.2,0.652,218,34,166872,0.3087,6.84,0,2020-10-31,2020-12-04,0,0,25-50%
PJT4830,Web App,2019-11-06,34,98859,11,3,Medium,6,41.9,0.674,7.64,0.618,41,7,129090,0.3058,7.19,0,2019-12-10,2019-12-17,0,0,25-50%
PJT6403,Mobile App,2021-03-02,375,37030,7,3,Medium,4,41.6,0.495,6.25,0.859,382,7,37589,0.0151,8.46,1,2022-03-12,2022-03-19,0,0,<10%
PJT7850,Web App,2018-08-23,238,217748,10,2,High,3,47.4,0.597,2.55,0.535,301,63,311554,0.4308,6.99,0,2019-04-18,2019-06-20,0,1,25-50%
PJT2939,Mobile App,2019-07-11,232,304092,4,5,Low,14,38.2,0.585,2.57,0.679,318,86,454922,0.496,6.39,0,2020-02-28,2020-05-24,0,1,25-50%
PJT5694,Web App,2019-11-12,69,14342,6,2,Low,5,39.0,0.781,5.16,0.887,93,24,20886,0.4563,8.06,0,2020-01-20,2020-02-13,0,1,25-50%
PJT8325,Web App,2019-03-12,224,39527,7,1,Medium,4,61.1,0.62,7.97,0.419,235,11,42938,0.0863,8.34,1,2019-10-22,2019-11-02,0,0,<10%
PJT8715,Web App,2019-06-27,119,39223,4,3,Medium,5,40.6,0.762,6.74,0.756,132,13,47138,0.2018,7.21,0,2019-10-24,2019-11-06,0,0,10-25%
PJT9427,AI/ML,2018-04-25,220,31956,8,3,Low,5,50.8,0.692,6.01,0.693,233,13,36069,0.1287,9.12,1,2018-12-01,2018-12-14,0,0,10-25%
PJT8627,Infrastructure,2018-10-17,47,267098,10,3,High,7,31.7,0.384,5.34,0.795,63,16,393836,0.4745,7.22,0,2018-12-03,2018-12-19,0,1,25-50%
PJT5195,AI/ML,2019-05-05,223,78230,9,3,Low,7,38.3,0.754,5.94,0.787,284,61,114239,0.4603,7.61,0,2019-12-14,2020-02-13,0,1,25-50%
PJT3786,Data Engineering,2021-03-08,420,71868,7,4,High,7,26.5,0.316,3.95,0.484,527,107,106480,0.4816,6.16,0,2022-05-02,2022-08-17,0,1,25-50%
PJT2377,Mobile App,2018-09-24,37,8914,4,2,Low,2,72.8,0.397,3.85,0.869,39,2,10215,0.146,8.99,1,2018-10-31,2018-11-02,0,0,10-25%
PJT3755,Mobile App,2019-05-22,405,211610,4,4,Medium,5,65.6,0.651,5.27,0.813,403,-2,201262,-0.0489,6.65,0,2020-06-30,2020-06-28,1,0,Under/OnBudget
PJT3083,Internal Tool,2018-04-05,123,22312,11,3,High,3,53.9,0.508,3.28,0.572,174,51,38553,0.7279,6.11,0,2018-08-06,2018-09-26,0,1,>50%
PJT5409,Web App,2020-03-24,337,106077,2,3,Low,7,77.3,0.798,3.11,0.545,321,-16,100794,-0.0498,9.22,1,2021-02-24,2021-02-08,1,0,Under/OnBudget
PJT7570,Data Engineering,2020-06-11,286,137703,7,3,High,2,56.6,0.788,4.54,0.347,231,-55,96392,-0.3,6.52,0,2021-03-24,2021-01-28,1,0,Under/OnBudget
PJT5612,Web App,2021-06-17,183,505241,7,2,Medium,6,42.4,0.6,8.73,0.607,135,-48,353669,-0.3,8.97,1,2021-12-17,2021-10-30,1,0,Under/OnBudget
PJT7107,Data Engineering,2021-04-10,263,20525,6,4,High,4,50.6,0.86,3.63,0.726,320,57,27122,0.3214,6.64,0,2021-12-29,2022-02-24,0,0,25-50%
PJT5104,Web App,2019-02-21,342,5000,14,3,Medium,8,65.4,0.697,6.48,0.916,318,-24,4562,-0.0876,8.13,1,2020-01-29,2020-01-05,1,0,Under/OnBudget
PJT4549,Internal Tool,2018-07-19,122,123084,4,3,Medium,5,31.8,0.426,3.26,0.682,129,7,148144,0.2036,6.6,0,2018-11-18,2018-11-25,0,0,10-25%
PJT5152,AI/ML,2018-08-16,98,856503,4,3,Low,1,27.4,0.438,6.31,0.655,83,-15,643491,-0.2487,7.33,0,2018-11-22,2018-11-07,1,0,Under/OnBudget
PJT8657,Data Engineering,2021-11-15,228,436584,3,5,Medium,2,51.1,0.791,3.21,0.564,268,40,543460,0.2448,6.14,0,2022-07-01,2022-08-10,0,0,10-25%
PJT6478,Web App,2020-09-09,300,126955,5,3,Low,3,36.2,0.613,5.92,0.808,338,38,150188,0.183,9.49,1,2021-07-06,2021-08-13,0,0,10-25%
PJT3641,AI/ML,2018-03-04,276,54723,4,5,Low,6,15.0,0.666,4.13,0.833,310,34,63479,0.16,7.77,0,2018-12-05,2019-01-08,0,0,10-25%
PJT6025,Data Engineering,2018-07-19,295,260029,5,3,Low,8,26.4,0.424,5.2,0.788,292,-3,252462,-0.0291,9.39,1,2019-05-10,2019-05-07,1,0,Under/OnBudget
PJT8764,AI/ML,2019-12-11,133,30692,8,1,Medium,4,40.3,0.735,5.53,0.405,163,30,40105,0.3067,7.77,0,2020-04-22,2020-05-22,0,0,25-50%
PJT3112,AI/ML,2018-10-31,306,174840,10,2,High,3,45.7,0.386,3.93,0.845,327,21,203671,0.1649,7.13,0,2019-09-02,2019-09-23,0,0,10-25%
PJT4500,Infrastructure,2021-03-19,49,181056,4,3,Low,6,46.2,0.665,3.68,0.815,47,-2,184062,0.0166,8.48,1,2021-05-07,2021-05-05,1,0,<10%
PJT6987,Mobile App,2020-04-16,174,352305,5,2,Low,6,75.1,0.527,7.27,0.936,161,-13,335782,-0.0469,9.61,1,2020-10-07,2020-09-24,1,0,Under/OnBudget
PJT8624,AI/ML,2020-06-13,30,2000000,10,1,Medium,8,41.9,0.382,2.85,0.716,31,1,2210200,0.1051,9.79,1,2020-07-13,2020-07-14,0,0,10-25%
PJT2629,AI/ML,2019-11-07,98,158087,3,5,Low,6,49.2,0.726,6.59,0.85,140,42,242916,0.5366,6.93,0,2020-02-13,2020-03-26,0,1,>50%
PJT8361,Internal Tool,2019-01-09,110,53597,3,4,Low,6,20.6,0.798,3.09,0.733,111,1,57247,0.0681,8.78,1,2019-04-29,2019-04-30,0,0,<10%
PJT7260,Web App,2020-05-10,120,95732,3,4,Low,5,44.5,0.93,4.6,0.752,100,-20,73694,-0.2302,8.4,1,2020-09-07,2020-08-18,1,0,Under/OnBudget
PJT7922,Mobile App,2020-11-12,241,11815,6,2,High,4,50.0,0.381,7.9,0.758,251,10,12728,0.0773,6.93,0,2021-07-11,2021-07-21,0,0,<10%
PJT8166,Data Engineering,2019-06-26,117,42888,3,2,High,5,24.4,0.651,6.97,0.582,130,13,51346,0.1972,6.47,0,2019-10-21,2019-11-03,0,0,10-25%
PJT1478,Internal Tool,2020-01-08,137,60407,11,1,Medium,5,31.0,0.541,7.29,0.599,145,8,59181,-0.0203,8.96,1,2020-05-24,2020-06-01,0,0,Under/OnBudget
PJT2310,Mobile App,2021-05-10,75,52633,5,4,Medium,6,52.3,0.709,6.05,0.657,90,15,74555,0.4165,7.22,0,2021-07-24,2021-08-08,0,0,25-50%
PJT3143,AI/ML,2018-08-06,112,118519,6,5,Medium,11,36.8,0.738,5.01,0.914,118,6,111538,-0.0589,6.96,0,2018-11-26,2018-12-02,0,0,Under/OnBudget
PJT1413,Web App,2020-03-07,72,36794,4,3,Medium,8,43.5,0.624,2.78,0.798,79,7,42284,0.1492,7.33,0,2020-05-18,2020-05-25,0,0,10-25%
PJT4936,Web App,2019-05-24,41,378979,5,2,Medium,7,53.1,0.893,7.73,0.679,52,11,515487,0.3602,6.18,0,2019-07-04,2019-07-15,0,1,25-50%
PJT9187,Mobile App,2020-10-23,198,98740,7,3,Medium,7,75.6,0.825,6.39,0.643,203,5,102087,0.0339,8.72,1,2021-05-09,2021-05-14,0,0,<10%
PJT2394,Mobile App,2018-01-28,228,97620,7,3,Low,4,41.7,0.766,7.84,0.435,262,34,114967,0.1777,9.31,1,2018-09-13,2018-10-17,0,0,10-25%
PJT3623,AI/ML,2020-09-05,205,66604,7,3,Low,8,71.5,0.671,1.69,0.917,204,-1,69748,0.0472,9.0,1,2021-03-29,2021-03-28,1,0,<10%
PJT3290,Web App,2018-05-31,143,118923,6,3,Medium,6,15.6,0.382,2.35,0.695,153,10,142184,0.1956,7.77,0,2018-10-21,2018-10-31,0,0,10-25%
PJT1638,Data Engineering,2018-04-05,114,265699,9,4,High,2,47.2,0.495,6.22,0.697,157,43,378329,0.4239,6.65,0,2018-07-28,2018-09-09,0,1,25-50%
PJT1352,Data Engineering,2020-11-23,333,34872,8,2,Medium,4,40.0,0.487,3.53,0.88,300,-33,25450,-0.2702,9.1,1,2021-10-22,2021-09-19,1,0,Under/OnBudget
PJT1139,Infrastructure,2020-07-23,163,44813,7,1,High,0,37.0,0.758,5.75,0.934,200,37,63249,0.4114,6.8,0,2021-01-02,2021-02-08,0,0,25-50%
PJT9443,AI/ML,2021-07-30,148,68564,2,5,High,6,54.9,0.783,5.28,0.686,142,-6,61618,-0.1013,6.79,0,2021-12-25,2021-12-19,1,0,Under/OnBudget
PJT9860,Mobile App,2020-01-29,33,19633,2,2,Low,0,41.8,0.631,7.73,0.361,41,8,25272,0.2872,8.09,0,2020-03-02,2020-03-10,0,0,25-50%
PJT4842,Internal Tool,2020-02-13,103,36934,4,1,Medium,7,15.0,0.632,6.19,0.502,122,19,45927,0.2435,8.74,1,2020-05-26,2020-06-14,0,0,10-25%
PJT9508,Infrastructure,2020-10-29,115,55745,7,2,Medium,9,21.2,0.347,4.22,0.753,138,23,73349,0.3158,6.69,0,2021-02-21,2021-03-16,0,0,25-50%
PJT5018,Web App,2019-04-18,120,281889,5,1,High,7,55.8,0.615,8.95,0.378,179,59,459705,0.6308,7.07,0,2019-08-16,2019-10-14,0,1,>50%
PJT3926,Data Engineering,2018-02-23,188,135276,5,3,High,2,20.4,0.693,6.38,0.912,254,66,202481,0.4968,6.4,0,2018-08-30,2018-11-04,0,1,25-50%
PJT7892,Internal Tool,2018-12-02,169,124531,9,4,Medium,4,56.2,0.695,4.09,0.667,203,34,169810,0.3636,7.3,0,2019-05-20,2019-06-23,0,0,25-50%
PJT8242,Data Engineering,2018-12-14,200,274053,9,3,Low,8,46.9,0.706,6.32,0.618,202,2,284549,0.0383,8.76,1,2019-07-02,2019-07-04,0,0,<10%
PJT2052,Infrastructure,2019-05-06,277,83713,9,3,High,5,42.4,0.706,2.74,0.892,294,17,97074,0.1596,7.26,0,2020-02-07,2020-02-24,0,0,10-25%
PJT4563,AI/ML,2021-10-09,303,157717,4,3,Low,5,43.8,0.548,6.76,0.814,356,53,200837,0.2734,6.72,0,2022-08-08,2022-09-30,0,0,25-50%
PJT2343,Mobile App,2021-03-21,253,87215,7,3,High,6,52.7,0.701,4.56,0.828,311,58,118656,0.3605,6.49,0,2021-11-29,2022-01-26,0,0,25-50%
PJT1569,Data Engineering,2021-09-28,391,135732,4,4,High,2,27.3,0.51,7.28,0.832,497,106,185871,0.3694,6.32,0,2022-10-24,2023-02-07,0,1,25-50%
PJT8690,Internal Tool,2021-12-28,32,49055,4,4,Medium,4,45.6,0.575,7.15,0.767,37,5,58822,0.1991,7.14,0,2022-01-29,2022-02-03,0,0,10-25%
PJT4916,Web App,2019-09-26,65,5289,4,1,Medium,7,27.9,0.594,6.45,0.888,68,3,5511,0.0419,8.06,1,2019-11-30,2019-12-03,0,0,<10%
PJT3923,Web App,2018-11-28,31,84025,5,4,Medium,3,47.5,0.609,8.68,0.905,29,-2,75261,-0.1043,6.86,0,2018-12-29,2018-12-27,1,0,Under/OnBudget
PJT5545,Mobile App,2020-03-28,218,544323,5,3,Medium,6,54.7,0.671,2.26,0.932,267,49,698366,0.283,7.02,0,2020-11-01,2020-12-20,0,0,25-50%
PJT4925,Internal Tool,2021-07-10,354,299976,8,5,Medium,2,47.5,0.15,5.62,0.524,410,56,377460,0.2583,6.98,0,2022-06-29,2022-08-24,0,0,25-50%
PJT4252,Data Engineering,2019-11-11,76,314417,3,3,High,8,54.1,0.364,4.12,0.477,83,7,404529,0.2866,6.93,0,2020-01-26,2020-02-02,0,0,25-50%
PJT8558,Web App,2020-01-08,372,435111,7,5,High,10,34.5,0.822,5.26,0.72,391,19,412485,-0.052,6.02,0,2021-01-14,2021-02-02,0,0,Under/OnBudget
PJT4392,AI/ML,2018-07-16,39,109797,6,4,High,5,44.1,0.742,3.39,0.636,45,6,142747,0.3001,5.57,0,2018-08-24,2018-08-30,0,0,25-50%
PJT3617,Mobile App,2019-09-06,377,125089,4,2,Low,4,41.4,0.866,9.72,0.283,327,-50,94367,-0.2456,8.81,1,2020-09-17,2020-07-29,1,0,Under/OnBudget
PJT6935,Data Engineering,2019-07-20,106,47043,5,3,High,4,40.4,0.689,5.84,0.789,116,10,54579,0.1602,6.27,0,2019-11-03,2019-11-13,0,0,10-25%
PJT5355,Internal Tool,2019-05-29,46,67556,4,5,Medium,8,33.0,0.653,6.68,0.833,61,15,96592,0.4298,6.2,0,2019-07-14,2019-07-29,0,1,25-50%
PJT3013,Internal Tool,2021-07-19,151,206680,6,4,Low,9,38.5,0.66,6.39,0.655,161,10,239149,0.1571,6.93,0,2021-12-17,2021-12-27,0,0,10-25%
PJT2927,Mobile App,2018-03-28,79,418596,5,1,Low,7,28.3,0.624,2.92,0.87,76,-3,411354,-0.0173,9.81,1,2018-06-15,2018-06-12,1,0,Under/OnBudget
PJT6332,Mobile App,2021-11-20,87,83505,3,4,Low,7,19.6,0.534,7.19,0.53,85,-2,83204,-0.0036,8.17,1,2022-02-15,2022-02-13,1,0,Under/OnBudget
PJT7258,Web App,2018-01-13,93,57513,3,3,High,3,34.5,0.638,5.62,0.566,104,11,65847,0.1449,5.97,0,2018-04-16,2018-04-27,0,0,10-25%
PJT5547,Web App,2021-10-12,298,98778,6,1,Medium,8,54.4,0.613,6.57,0.741,397,99,147802,0.4963,7.31,0,2022-08-06,2022-11-13,0,1,25-50%
PJT7915,Internal Tool,2020-03-11,171,203099,9,3,Medium,7,48.5,0.471,6.13,0.784,218,47,282429,0.3906,7.06,0,2020-08-29,2020-10-15,0,1,25-50%
PJT4719,Internal Tool,2020-10-22,94,17455,5,2,Low,2,26.2,0.748,4.32,0.604,88,-6,15727,-0.099,9.03,1,2021-01-24,2021-01-18,1,0,Under/OnBudget
PJT2682,Data Engineering,2018-10-01,201,6277,7,4,Medium,5,38.9,0.673,4.99,0.73,231,30,7365,0.1733,6.67,0,2019-04-20,2019-05-20,0,0,10-25%
PJT1384,Data Engineering,2020-08-13,252,50989,7,3,Low,7,55.4,0.478,5.21,0.581,290,38,59953,0.1758,7.38,0,2021-04-22,2021-05-30,0,0,10-25%
PJT5708,AI/ML,2021-07-11,84,22814,10,4,Medium,6,38.3,0.684,4.94,0.953,105,21,29407,0.289,7.11,0,2021-10-03,2021-10-24,0,0,25-50%
PJT4036,Infrastructure,2018-07-23,125,53650,8,1,Medium,1,23.7,0.372,2.48,0.686,135,10,59128,0.1021,7.16,0,2018-11-25,2018-12-05,0,0,10-25%
PJT8023,Data Engineering,2018-07-05,50,82674,6,2,Low,3,78.9,0.715,5.65,0.49,41,-9,57872,-0.3,9.7,1,2018-08-24,2018-08-15,1,0,Under/OnBudget
PJT5652,Internal Tool,2019-03-20,62,57303,7,2,High,4,42.5,0.603,2.81,0.939,75,13,69039,0.2048,8.51,1,2019-05-21,2019-06-03,0,0,10-25%
PJT5445,Web App,2018-08-25,234,564085,9,2,Low,4,27.5,0.741,7.32,0.647,248,14,576100,0.0213,9.69,1,2019-04-16,2019-04-30,0,0,<10%
PJT1389,Mobile App,2018-06-11,62,146107,5,1,Medium,3,47.6,0.856,4.8,0.785,84,22,220388,0.5084,7.73,0,2018-08-12,2018-09-03,0,1,>50%
PJT3918,Web App,2020-09-17,166,141573,4,2,Medium,7,43.7,0.341,6.12,0.402,245,79,257380,0.818,6.77,0,2021-03-02,2021-05-20,0,1,>50%
PJT3113,Data Engineering,2018-11-09,248,208282,2,3,Medium,9,21.9,0.78,4.56,0.88,281,33,272204,0.3069,6.22,0,2019-07-15,2019-08-17,0,0,25-50%
PJT2142,AI/ML,2020-08-31,47,25170,8,2,Low,4,46.4,0.538,1.58,0.659,45,-2,22202,-0.1179,9.73,1,2020-10-17,2020-10-15,1,0,Under/OnBudget
PJT1745,Web App,2021-06-12,183,343497,8,3,Low,3,59.8,0.527,4.02,0.665,214,31,418860,0.2194,8.54,1,2021-12-12,2022-01-12,0,0,10-25%
PJT7151,Infrastructure,2020-08-09,79,90137,3,3,High,4,41.5,0.474,6.55,0.74,73,-6,82899,-0.0803,6.85,0,2020-10-27,2020-10-21,1,0,Under/OnBudget
PJT2730,AI/ML,2018-06-24,395,220704,6,4,Low,4,15.0,0.623,6.72,0.83,397,2,217239,-0.0157,8.5,1,2019-07-24,2019-07-26,0,0,Under/OnBudget
PJT5385,Mobile App,2020-04-17,150,27276,5,5,High,6,50.1,0.643,8.3,0.774,144,-6,27216,-0.0022,7.17,0,2020-09-14,2020-09-08,1,0,Under/OnBudget
PJT5123,Web App,2019-07-29,299,15298,3,3,High,3,54.0,0.516,6.17,0.572,385,86,21527,0.4072,6.86,0,2020-05-23,2020-08-17,0,1,25-50%
PJT4230,Infrastructure,2019-05-17,176,263410,13,3,Low,10,36.2,0.581,3.13,0.61,164,-12,225426,-0.1442,8.31,1,2019-11-09,2019-10-28,1,0,Under/OnBudget
PJT3514,AI/ML,2019-04-11,36,155079,4,2,Low,5,36.3,0.641,6.38,0.651,37,1,153342,-0.0112,9.07,1,2019-05-17,2019-05-18,0,0,Under/OnBudget
PJT2769,Infrastructure,2021-09-18,212,33441,3,5,Medium,5,78.9,0.516,3.93,0.44,248,36,41607,0.2442,7.36,0,2022-04-18,2022-05-24,0,0,10-25%
PJT9299,AI/ML,2020-12-20,388,34766,6,1,High,3,35.1,0.734,7.89,0.636,434,46,41684,0.199,6.86,0,2022-01-12,2022-02-27,0,0,10-25%
PJT3486,Internal Tool,2018-07-15,198,380987,7,2,High,2,28.2,0.665,5.11,0.657,211,13,424915,0.1153,6.32,0,2019-01-29,2019-02-11,0,0,10-25%
PJT5298,AI/ML,2019-11-26,307,23688,2,2,Medium,7,45.4,0.896,5.39,0.458,362,55,28568,0.206,7.77,0,2020-09-28,2020-11-22,0,0,10-25%
PJT9968,AI/ML,2019-04-10,345,708714,7,3,High,5,53.6,0.823,5.09,0.346,349,4,702406,-0.0089,6.41,0,2020-03-20,2020-03-24,0,0,Under/OnBudget
PJT8992,Internal Tool,2021-11-28,72,33498,6,2,Low,4,53.0,0.662,3.88,0.641,93,21,47195,0.4089,6.85,0,2022-02-08,2022-03-01,0,1,25-50%
PJT7444,Mobile App,2021-11-28,69,212367,3,4,High,6,15.0,0.697,6.08,0.869,72,3,226978,0.0688,6.23,0,2022-02-05,2022-02-08,0,0,<10%
PJT7021,Web App,2019-04-12,202,66547,3,2,High,5,35.1,0.235,4.66,0.881,246,44,86192,0.2952,7.21,0,2019-10-31,2019-12-14,0,0,25-50%
PJT7046,Web App,2019-05-30,124,203582,6,3,Low,4,62.3,0.774,2.53,0.836,141,17,235300,0.1558,7.69,0,2019-10-01,2019-10-18,0,0,10-25%
PJT9629,Infrastructure,2020-05-25,319,51383,4,2,Low,7,49.9,0.755,6.04,0.817,350,31,61053,0.1882,9.37,1,2021-04-09,2021-05-10,0,0,10-25%
PJT1836,AI/ML,2019-12-01,355,81198,10,1,Low,4,26.5,0.635,6.14,0.751,406,51,96236,0.1852,8.86,1,2020-11-20,2021-01-10,0,0,10-25%
PJT5702,Infrastructure,2018-11-08,106,103684,8,5,Low,2,63.6,0.643,6.17,0.572,89,-17,80241,-0.2261,7.52,0,2019-02-22,2019-02-05,1,0,Under/OnBudget
PJT1641,Web App,2020-08-22,75,29655,13,2,High,3,59.5,0.697,5.57,0.634,77,2,30562,0.0306,8.94,1,2020-11-05,2020-11-07,0,0,<10%
PJT4174,Web App,2019-05-03,285,240143,4,4,Medium,8,40.6,0.531,4.81,0.838,343,58,302700,0.2605,7.22,0,2020-02-12,2020-04-10,0,0,25-50%
PJT2808,Web App,2020-08-12,84,53324,11,3,Low,5,58.2,0.51,7.76,0.85,91,7,64618,0.2118,6.95,0,2020-11-04,2020-11-11,0,0,10-25%
PJT8653,Mobile App,2019-07-15,309,75033,5,1,Medium,6,75.0,0.752,2.85,0.897,366,57,101362,0.3509,7.27,0,2020-05-19,2020-07-15,0,0,25-50%
PJT7253,AI/ML,2020-10-19,129,29935,5,5,High,2,29.2,0.525,2.84,0.751,142,13,35748,0.1942,6.64,0,2021-02-25,2021-03-10,0,0,10-25%
PJT4875,Mobile App,2020-09-01,228,5000,2,2,Medium,3,53.3,0.697,8.66,0.71,212,-16,4685,-0.063,9.17,1,2021-04-17,2021-04-01,1,0,Under/OnBudget
PJT9834,Mobile App,2020-01-13,45,78493,2,4,Medium,3,74.8,0.303,9.19,0.678,49,4,89435,0.1394,6.48,0,2020-02-27,2020-03-02,0,0,10-25%
PJT9894,Internal Tool,2020-10-25,207,1785374,7,2,Low,7,54.8,0.618,6.61,0.705,298,91,2801966,0.5694,8.56,0,2021-05-20,2021-08-19,0,1,>50%
PJT3848,Mobile App,2019-11-05,138,253096,5,4,High,5,33.7,0.412,8.98,0.8,206,68,426745,0.6861,6.62,0,2020-03-22,2020-05-29,0,1,>50%
PJT4612,AI/ML,2018-06-19,191,96460,4,1,High,2,48.6,0.711,6.41,0.937,203,12,109251,0.1326,7.76,0,2018-12-27,2019-01-08,0,0,10-25%
PJT8062,Infrastructure,2018-09-23,59,72008,6,3,Low,2,65.5,0.695,4.21,0.657,73,14,94950,0.3186,6.86,0,2018-11-21,2018-12-05,0,0,25-50%
PJT3554,Mobile App,2018-12-26,262,101413,4,4,Low,7,29.8,0.583,6.29,0.391,266,4,104050,0.026,7.39,0,2019-09-14,2019-09-18,0,0,<10%
PJT7320,AI/ML,2018-04-03,332,190335,6,5,Low,8,44.5,0.436,5.32,0.673,423,91,266507,0.4002,6.45,0,2019-03-01,2019-05-31,0,1,25-50%
PJT2462,Internal Tool,2020-11-04,70,23933,5,5,Low,4,41.3,0.937,9.7,0.702,58,-12,19295,-0.1938,7.16,0,2021-01-13,2021-01-01,1,0,Under/OnBudget
PJT6962,Data Engineering,2019-06-21,45,375940,8,4,Medium,4,35.5,0.548,7.66,0.876,51,6,487218,0.296,7.22,0,2019-08-05,2019-08-11,0,0,25-50%
PJT7811,Web App,2018-05-17,33,232922,8,4,High,4,48.6,0.52,4.29,0.833,45,12,355346,0.5256,6.94,0,2018-06-19,2018-07-01,0,1,>50%
PJT1510,Data Engineering,2021-04-12,216,233707,5,2,Medium,3,43.5,0.815,7.23,0.471,224,8,246631,0.0553,8.52,1,2021-11-14,2021-11-22,0,0,<10%
PJT3156,Mobile App,2020-09-25,200,167070,5,2,High,4,54.7,0.528,5.26,0.664,255,55,231876,0.3879,6.18,0,2021-04-13,2021-06-07,0,1,25-50%
PJT3919,Web App,2019-10-23,174,101067,5,2,Medium,6,62.1,0.934,6.4,0.49,185,11,101289,0.0022,7.55,0,2020-04-14,2020-04-25,0,0,<10%
PJT6191,Mobile App,2018-12-28,73,221335,8,3,Medium,5,25.9,0.544,2.88,0.749,84,11,274278,0.2392,6.99,0,2019-03-11,2019-03-22,0,0,10-25%
PJT7632,Data Engineering,2018-08-10,118,200823,4,3,Medium,5,46.0,0.683,6.6,0.834,122,4,212832,0.0598,8.49,1,2018-12-06,2018-12-10,0,0,<10%
PJT9924,Mobile App,2019-11-01,194,64547,4,3,Low,3,44.2,0.393,5.11,0.744,242,48,81910,0.269,7.02,0,2020-05-13,2020-06-30,0,0,25-50%
PJT2237,Mobile App,2021-07-16,155,49597,3,2,Medium,6,48.1,0.537,7.05,0.589,145,-10,44831,-0.0961,7.36,0,2021-12-18,2021-12-08,1,0,Under/OnBudget
PJT2480,AI/ML,2018-10-03,412,111550,5,4,Medium,4,44.8,0.601,2.22,0.798,386,-26,106062,-0.0492,6.98,0,2019-11-19,2019-10-24,1,0,Under/OnBudget
PJT3010,Web App,2020-04-10,52,633379,5,2,Low,2,30.3,0.395,7.77,0.719,66,14,860572,0.3587,8.21,0,2020-06-01,2020-06-15,0,1,25-50%
PJT7897,Web App,2021-11-05,241,22316,8,2,Medium,5,66.8,0.723,1.81,0.682,192,-49,15621,-0.3,7.88,1,2022-07-04,2022-05-16,1,0,Under/OnBudget
PJT6629,Web App,2020-07-19,122,16966,4,3,Medium,7,73.2,0.548,2.92,0.868,121,-1,17528,0.0331,6.52,0,2020-11-18,2020-11-17,1,0,<10%
PJT5757,Web App,2019-10-05,130,120296,5,4,High,8,53.2,0.474,4.7,0.694,157,27,158346,0.3163,6.91,0,2020-02-12,2020-03-10,0,0,25-50%
PJT8490,Web App,2020-11-11,252,104932,8,4,Medium,0,54.0,0.57,7.19,0.441,307,55,134533,0.2821,5.88,0,2021-07-21,2021-09-14,0,0,25-50%
PJT3735,Web App,2021-04-18,240,121541,8,3,High,5,47.0,0.577,8.07,0.577,261,21,146615,0.2063,6.52,0,2021-12-14,2022-01-04,0,0,10-25%
PJT5199,AI/ML,2020-05-12,415,132289,5,2,Medium,4,59.5,0.498,5.15,0.96,366,-49,117883,-0.1089,8.57,0,2021-07-01,2021-05-13,1,0,Under/OnBudget
PJT8286,Web App,2021-06-26,51,75520,5,3,High,6,15.0,0.666,3.55,0.886,68,17,115183,0.5252,6.75,0,2021-08-16,2021-09-02,0,1,>50%
PJT7200,Mobile App,2020-01-22,46,589975,4,1,Medium,4,44.9,0.623,4.54,0.724,54,8,785434,0.3313,7.93,0,2020-03-08,2020-03-16,0,0,25-50%
PJT1577,Internal Tool,2021-04-26,256,14457,10,3,High,7,36.4,0.751,8.54,0.649,279,23,17630,0.2195,6.04,0,2022-01-07,2022-01-30,0,0,10-25%
PJT9079,Mobile App,2021-10-21,188,36527,3,3,Medium,2,47.2,0.686,8.67,0.773,159,-29,27888,-0.2365,9.04,1,2022-04-27,2022-03-29,1,0,Under/OnBudget
PJT1818,Infrastructure,2020-01-02,84,87212,10,1,Medium,3,61.4,0.539,2.74,0.812,96,12,101201,0.1604,8.9,1,2020-03-26,2020-04-07,0,0,10-25%
PJT8188,Web App,2020-06-02,42,13741,7,2,Medium,3,45.3,0.527,4.44,0.578,48,6,16317,0.1875,9.03,1,2020-07-14,2020-07-20,0,0,10-25%
PJT5174,Web App,2020-06-08,43,79935,6,5,Medium,5,39.6,0.887,2.63,0.684,44,1,82613,0.0335,7.06,0,2020-07-21,2020-07-22,0,0,<10%
PJT2889,Web App,2021-02-14,351,724882,2,5,Low,6,24.0,0.929,4.91,0.768,301,-50,507417,-0.3,8.33,1,2022-01-31,2021-12-12,1,0,Under/OnBudget
PJT1558,Web App,2021-04-16,64,101221,5,3,Low,9,43.4,0.517,2.61,0.678,70,6,105968,0.0469,9.23,1,2021-06-19,2021-06-25,0,0,<10%
PJT3933,Web App,2018-02-09,97,130202,5,1,Low,6,55.1,0.667,8.33,0.784,112,15,156242,0.2,8.82,1,2018-05-17,2018-06-01,0,0,10-25%
